,name,price,description,trassmition,model,milage,fuel
4936,Suzuki Vitara,"21,972 ",1.4 Boosterjet Hybrid Comfort+,Manual,2021,"19,550 km",Petrol
4937,Suzuki Swift,"23,697 ",1.2 Dualjet Hybrid Automatik Comfort,Automatic,2024,0 km,Petrol
4938,Suzuki Swift,"10,879 ",1.6 Sport *hu 10.2026+1.hand+navi+shz+ac*,Manual,2015,"132,000 km",Petrol
4939,Suzuki Swift,"19,644 ",Sport 140 Ps *1. Hand* *scheckheft*,Manual,2019,"48,200 km",Petrol
4940,Suzuki Swift,"18,653 ",1.4 Sport Hybrid,Manual,2021,"69,300 km",Petrol
4941,Suzuki Swift,"18,801 ",1.2 Hybrid M/t Club *alu*,Manual,2024,10 km,Petrol
4942,Suzuki Swift,"19,301 ",1.2 Dualjet Hybrid Comfort Led-sw Acc Navi Kamera,Manual,2024,"10,000 km",Petrol
4943,Suzuki Swift,"11,111 ",X-tra Tuv-neu,Manual,2015,"68,200 km",Petrol
4944,Suzuki Swift,"13,511 ",1.2 Club 4x4 5-turig,Manual,2015,"59,267 km",Petrol
4945,Suzuki Swift,"18,685 ",Sport 140 Ps *1. Hand* *scheckheft*,Manual,2018,"43,700 km",Petrol
4946,Suzuki Swift,"24,947 ",1.2 Hybrid Allgrip Mt Comfort,Manual,2024,"3,000 km",Petrol
4947,Suzuki Swift,"18,781 ",1.2 Comfort Led Navi Acc Kamera Sitzhzg App Connec,Manual,2024,"1,850 km",Petrol
4948,Suzuki Swift,"25,697 ",1.2 Hybrid Allgrip Mt Comfort,Manual,2024,8 km,Petrol
4949,Suzuki Swift,"10,691 ",Cub-x-tra,Manual,2015,"102,000 km",Petrol
4950,Suzuki Swift,"18,301 ",1.4 Boosterjet Shvs Sport Navi Led Acc,Manual,2021,"49,999 km",Petrol
4951,Suzuki Swift,"25,397 ",1.2 Hybrid Allgrip Mt Comfort,Manual,2024,8 km,Petrol
4952,Suzuki Swift,"19,529 ",1.0 Boosterjet Comfort+ Kamera+navi+klima,Automatic,2020,"19,375 km",Petrol
4953,Suzuki Swift,"20,433 ",1.2 Dualjet Comfort Automatik Rfk Acc Gra Led Shz,Automatic,2023,"9,800 km",Petrol
4954,Suzuki Swift,"20,211 ",1.2 Dualjet Hybrid Comfort Neues Modell,Manual,2024,8 km,Petrol
4955,Suzuki Swift,"25,922 ",Sport Hybrid,Manual,2023,"13,000 km",Petrol
4956,Suzuki Swift,"20,211 ",1.2 Dualjet Hybrid Comfort Neues Modell,Manual,2024,8 km,Petrol
4957,Suzuki Swift,"23,697 ",1.2 Comfort+ Automatik*pdc*ruckfahrkamera,Automatic,2024,"5,000 km",Petrol
4958,Suzuki Swift,"12,637 ",Comfort,Manual,2018,"92,850 km",Petrol
4959,Suzuki Swift,"14,457 ",1.2 Dualjet Club Klima/mf-lenkrad/efh.,Manual,2018,"42,903 km",Petrol
4960,Suzuki Swift,"14,817 ",Comfort+ 1.h Led Nav Kam Totw Spurh Voll,Manual,2018,"45,447 km",Hybrid
4961,Suzuki Swift,"14,457 ",1.2 Dualjet Club Klima/mf-lenkrad/efh.,Manual,2018,"42,903 km",Petrol
4962,Suzuki Swift,"18,118 ",Sport 1.4 Boosterjet Hybrid Sport/navi/led,Manual,2020,"59,590 km",Petrol
4963,Suzuki Swift,"24,097 ",Sport 1.4 Boosterjet Hybrid,Manual,2023,"4,950 km",Petrol
4964,Suzuki Swift,"19,597 ",Sport *erste Hand*navigation*tempomat*,Manual,2020,"39,222 km",Petrol
4965,Suzuki Swift,"14,817 ",Comfort+ 1.h Led Nav Kam Totw Spurh Voll,Manual,2018,"45,447 km",Petrol
4966,Suzuki Swift,"14,457 ",1.2 Dualjet Club Klima/mf-lenkrad/efh.,Manual,2018,"42,903 km",Petrol
4967,Suzuki Baleno,"13,682 ",Club Shadowline I Hand*automatik,Automatic,2019,"118,790 km",Petrol
4968,Suzuki Baleno,"13,455 ",Comfort Boosterjet Navi Kamera Sitzheiz.,Manual,2017,"61,555 km",Petrol
4969,Suzuki Baleno,"10,781 ",1.0 Boosterjet Comfort 1.hd. Bluetooth Navi,Manual,2018,"134,000 km",Petrol
4970,Suzuki Baleno,"15,475 ",Comfort Navi Kamera Acc Keyless Led,Automatic,2016,"52,000 km",Petrol
4971,Subaru Xv,"32,616 ",2.0ie Trend Lineartronic 4wd Mit Ahk,Automatic,2022,"16,322 km",Hybrid
4972,Subaru Xv,"20,651 ",1.6i Trend (euro 6d-temp) Autom./klima/bc/r-cd,Automatic,2020,"80,450 km",Petrol
4973,Subaru Xv,"21,817 ",Comfort Allrad A/t Sehr Gepflegt 12monate Garantie,Automatic,2017,"73,600 km",Petrol
4974,Subaru Xv,"28,587 ",1.6i Lineartronic Edition Comfort Plus,Automatic,2023,"6,861 km",Petrol
4975,Subaru Xv,"27,548 ",2.0ie Active Lineartronic 4wd+insp+hu/au Neu,Automatic,2021,"20,995 km",Hybrid
4976,Subaru Outback,"45,927 ",2.5i Lineartronic Active,Automatic,2024,150 km,Petrol
4977,Subaru Outback,"43,157 ",2.5i Platinum - Eyesight,Automatic,2024,"10,500 km",Petrol
4978,Subaru Outback,"20,810 ",Comfort Garantie Bis 11/25,Manual,2017,"89,000 km",Diesel
4979,Subaru Outback,"42,157 ",2.5i Platinum - Eyesight,Automatic,2024,"21,800 km",Petrol
4980,Subaru Outback,"48,627 ",2.5i Platinum H/k Hgsd Navi Acc Led,Automatic,2024,30 km,Petrol
4981,Subaru Outback,"42,518 ",Platinum Leder Schwarz,Automatic,2023,"14,500 km",Petrol
4982,Subaru Forester,"22,727 ","Platinum 2,0- Awd",Automatic,2017,"71,998 km",Petrol
4983,Subaru Forester,"39,013 ",2.0ie Lineartronic Edition Exclusive Cross,Automatic,2023,"11,585 km",Hybrid
4984,Subaru Forester,"41,198 ",Comfort 2.0ie 150 Ps Hybrid Navi Sitzheizung Bluet,Automatic,2024,"3,000 km",Petrol
4985,Subaru Forester,"29,892 ",2.0ie Lineartronic Comfort,Automatic,2020,"34,000 km",Hybrid
4986,Subaru Impreza,"31,722 ","2.0ie Platinum Ahk, Mwst",Automatic,2023,"31,240 km",Hybrid
4987,Ssangyong Xlv,"15,673 ",Rok 4x4 Kamera Ahk Shz Automatik,Automatic,2017,"94,000 km",Diesel
4988,Ssangyong Tivoli,"26,607 ",Sondermodell Blackline.,Manual,2024,"1,000 km",Petrol
4989,Ssangyong Rexton,"20,859 ",W Rx200 E-xdi 4 Wd Automatik / Ahk 2.6t,Automatic,2016,"77,300 km",Diesel
4990,Ssangyong Rexton,"52,377 ",2.2 E-xdi 4wd Sapphire Sondermodell Blackline.,Automatic,2024,100 km,Diesel
4991,Ssangyong Rexton,"41,673 ",2.2 4wd Sapphire / Led / Leder# / 360° /,Automatic,2022,"19,000 km",Diesel
4992,Ssangyong Rexton,"18,925 ",W 4x4/7 Sitzer/ahk 2.6t/sitzheizung,Manual,2015,"89,000 km",Diesel
4993,Ssangyong Rexton,"43,139 ",Sapphire*ahk*360°*sidesteps*standheizung*,Automatic,2022,"32,339 km",Diesel
4994,Ssangyong Rexton,"14,709 ",Quartz 4wd*navi/automatik/7-sitze/kamera*,Automatic,2017,"107,990 km",Diesel
4995,Ssangyong Rexton,"20,024 ",W 2.2 D 4x4/automatik/leder/navi/ahk,Automatic,2016,"123,500 km",Diesel
4996,Ssangyong Rexton,"27,171 ","Crystal 4x4, Tuv/au Neu, Wenig Km",Manual,2019,"56,000 km",Diesel
4997,Ssangyong Korando,"11,255 ",Quartz 2.0 Autom. Klima Ahk Temp Eu5 Tuv,Automatic,2015,"99,500 km",Diesel
4998,Ssangyong Korando,"30,997 ",E-motion Platinum Warmep Rkam,Automatic,2024,0 km,Electric
4999,Ssangyong Musso,"30,601 ",Grand Crystel 2.2 D 4wd Mega Preis ! Finanzier...,Manual,2022,5 km,Diesel
5000,Ssangyong Musso,"41,097 ",Grand 22 E-xdi Black Line Bel.sitz Xenon,Automatic,2024,102 km,Diesel
5001,Smart Fortwo,"18,597 ",Cabrio 66kw Prime Dct Cool&media Shz Led,Automatic,2019,"63,122 km",Petrol
5002,Smart Fortwo,"12,141 ",Eq Passion Winter-p.*dab*klimaautomatik,Automatic,2021,"10,224 km",Electric
5003,Smart Fortwo,"20,343 ",Eq Cabrio Exclusive+22kw+gjr+cam+led+klim,Automatic,2023,"5,800 km",Electric
5004,Smart Fortwo,"14,239 ",Eq 60kwed Passion Shz Pdc Dig Radio Tempom,Automatic,2021,"23,993 km",Electric
5005,Smart Fortwo,"11,947 ","Eq Sitzhzg*klimaautomatik*ast*4,6 Kw",Automatic,2021,"25,190 km",Electric
5006,Smart Fortwo,"10,331 ",Coupe Electric Drive / Eq,Automatic,2017,"35,950 km",Electric
5007,Smart Fortwo,"21,565 ",Cabrio Passion Twinamic Einparkhilfe*shz*,Automatic,2019,"11,738 km",Petrol
5008,Smart Fortwo,"18,950 ",Eq Prime Excl.led Kamera Jbl Carbon,Automatic,2023,"19,454 km",Electric
5009,Smart Fortwo,"17,212 ",Eq Jbl- Soundsystem Phone Led Rfk,Automatic,2021,"12,308 km",Electric
5010,Smart Fortwo,"12,031 ","Eq Passion Winter-p.*pdc*navi*ast*4,6 Kw",Automatic,2020,"15,215 km",Electric
5011,Smart Fortwo,"13,583 ",Passion Turbo 66kw (453.344),Automatic,2015,"76,275 km",Petrol
5012,Smart Fortwo,"11,877 ",Eq 60kwed Cool&audio Shz Dig Radio Tempom,Automatic,2021,"22,484 km",Electric
5013,Smart Fortwo,"19,608 ",Perfect Autom.somo Brabus17`teilleder Paket+++,Automatic,2019,"34,980 km",Petrol
5014,Smart Fortwo,"16,893 ",Eq Cabrio Millesime/led/exclusive-p/rfcam,Automatic,2023,"8,700 km",Electric
5015,Smart Fortwo,"16,154 ",*passion*klima*automatik*mod.2019*benziner,Automatic,2019,"44,000 km",Petrol
5016,Smart Fortwo,"13,005 ",Cabrio|passion|led|klima|alufelgen|,Automatic,2016,"109,194 km",Petrol
5017,Smart Fortwo,"14,129 ",Eq Cabrio Passion *style*urban*navi*lm,Automatic,2021,"22,600 km",Electric
5018,Smart Fortwo,"14,953 ",Coupe Passion + Tempomat + Pano + Navi,Automatic,2017,"41,905 km",Petrol
5019,Smart Fortwo,"13,612 ",Eq 60kwed Passion Shz Pano Pdc+kamera,Automatic,2021,"18,627 km",Electric
5020,Smart Fortwo,"17,760 ",Coupe Eq Exclusive*leder*jbl Prime,Automatic,2023,"14,399 km",Electric
5021,Smart Fortwo,"15,893 ",Eq,Automatic,2023,"9,062 km",Electric
5022,Smart Fortwo,"17,244 ",Cabrio 52kw Passion Dct Cool&audio Shz Led,Automatic,2019,"43,587 km",Petrol
5023,Smart Fortwo,"18,223 ",Eq Prime Coupe Led/pano/kamera/jbl/dab+,Automatic,2023,"7,873 km",Electric
5024,Smart Fortwo,"13,254 ",Eq Pano Leder Led Navi Klima,Automatic,2019,"40,500 km",Electric
5025,Smart Fortwo,"20,893 ",Eq Cabrio Exclusive+22kw+jbl+gjr+pano+led,Automatic,2023,"9,400 km",Electric
5026,Smart Fortwo,"12,031 ",Eq Passion Alu*winter-p.*klimaautomatik,Automatic,2021,"13,644 km",Electric
5027,Smart Fortwo,"11,953 ",Eq 60kwed Passion Shz Pdc Dig Radio Navi,Automatic,2020,"4,596 km",Electric
5028,Smart Fortwo,"16,930 ","Coupe Twinamic Prime Panod,klimaauto,multimedianav",Automatic,2018,"33,200 km",Petrol
5029,Smart Fortwo,"16,069 ",Cabrio 60kw Eq Passion Premium*led*kamera,Automatic,2022,"9,200 km",Electric
5030,Smart Fortwo,"18,343 ",Eq Exclusive+22kw+gjr+kamera+led+pano+shz,Automatic,2023,"8,500 km",Electric
5031,Smart Fortwo,"23,373 ",Eq Cabrio Passion Exclusive:02.24+2975km!,Automatic,2024,"2,975 km",Electric
5032,Smart Fortwo,"21,533 ",Eq Cabrio Passion Exclusive:golden Times!,Automatic,2024,"5,547 km",Electric
5033,Smart Fortwo,"21,533 ",Eq Cabrio Passion Exclusive:frischer 24er,Automatic,2024,"4,587 km",Electric
5034,Smart Fortwo,"23,151 ",Eq Cabrio Passion Exclusive:02.24+2316km!,Automatic,2024,"2,316 km",Electric
5035,Smart Fortwo,"17,046 ",Coupe Eq*jbl*22 Kw*kamera*exclusive,Automatic,2022,"10,833 km",Electric
5036,Smart Fortwo,"19,452 ","Cabrio 66 Kw Turbo *passion*klima*16""alu*",Automatic,2019,"20,607 km",Petrol
5037,Smart Fortwo,"12,051 ","Eq Applecarp., Einparkhilfe Hinten, 22kw",Manual,2021,"19,600 km",Electric
5038,Smart Fortwo,"12,151 ","Eq Applecarp., Einparkhilfe Hinten, 22kw",Automatic,2021,"12,900 km",Electric
5039,Smart Fortwo,"18,060 ",Eq 60kwed Passion Cool&audio Shz Pdc+kamera,Automatic,2023,"10,985 km",Electric
5040,Smart Fortwo,"22,310 ",Eq Cabrio Prime Exclusive:mattgrauschwarz,Automatic,2023,"3,646 km",Electric
5041,Smart Fortwo,"13,099 ",Eq Cabrio Shz*bluetooth*klimaautom*aux-in,Automatic,2021,"23,475 km",Electric
5042,Smart Fortwo,"12,486 ",Eq 60kwed Passion Shz Pdc Dig Radio Tempom,Automatic,2021,"8,485 km",Electric
5043,Smart Fortwo,"19,665 ",Eq Cabrio Passion Exclusive:voll Mit Jbl!,Automatic,2023,"6,920 km",Electric
5044,Smart Fortwo,"19,109 ",Eq Cabrio Passion Exclusive:zertifiziert!,Automatic,2023,"6,632 km",Electric
5045,Smart Fortwo,"14,293 ",Autom Klima Allwettereifen Lm Sitzheizung,Automatic,2016,"34,500 km",Petrol
5046,Smart Fortwo,"14,292 ",Eq 60kwed Passion Shz Pdc Dig Radio Tempom,Automatic,2021,"44,094 km",Electric
5047,Smart Fortwo,"24,929 ",Eq Cabrio Prime Exclusive:final Countdown,Automatic,2023,"1,510 km",Electric
5048,Smart Fortwo,"10,865 ","Cabrio Micro Hybrid Drive 52kw""mat",Automatic,2015,"49,900 km",Petrol
5049,Smart Fortwo,"11,877 ",Eq 60kwed Passion Shz Pano Pdc+kamera,Automatic,2021,"29,210 km",Electric
5050,Smart Fortwo,"12,486 ",Eq 60kwed Passion Shz Pdc Dig Radio Tempom,Automatic,2021,"8,485 km",Electric
5051,Smart Fortwo,"21,199 ",Eq Cabrio Passion Exclusive:sapphire2024,Automatic,2024,"8,587 km",Electric
5052,Smart Fortwo,"12,313 ",Eq Navi+klima+alu15°,Automatic,2021,"31,934 km",Electric
5053,Smart Fortwo,"40,702 ",Brabus Xclusive 109/122 Ps 18 Zoller Vollausstat,Automatic,2019,"27,221 km",Petrol
5054,Smart Fortwo,"15,234 ",Autom Klima Alufelgen Bluetooth,Automatic,2018,"41,500 km",Petrol
5055,Smart Fortwo,"11,669 ",Coupe 52kw /autom./shz/navi,Automatic,2018,"115,043 km",Petrol
5056,Smart Fortwo,"13,569 ",Eq Passion Exclusive 22kw Pano Shz,Automatic,2020,"30,862 km",Electric
5057,Smart Fortwo,"15,433 ",Coupe Eq Exclusive*22kw*winter Passion,Automatic,2023,"6,264 km",Electric
5058,Smart Forfour,"12,401 ",Basis 52kw,Automatic,2015,"59,600 km",Petrol
5059,Smart Forfour,"16,381 ",66kw Twinamic Panodach Navi Kamera Leder,Automatic,2017,"23,315 km",Petrol
5060,Smart Forfour,"10,909 ",Basis 52kw*klima*szh*faltdach*,Manual,2015,"82,880 km",Petrol
5061,Smart Forfour,"14,072 ",Eq Passion*22 Kw-bordlader*shz*bluetooth,Automatic,2021,"16,540 km",Electric
5062,Smart Forfour,"13,285 ",Eq +exclusive+w-paket+ambiente+sd,Automatic,2021,"20,949 km",Electric
5063,Smart Forfour,"10,209 ",Basis 66kw Faltdach Leder Sitzheizung,Manual,2016,"100,000 km",Petrol
5064,Smart Forfour,"11,731 ",Eq *style*urban*navi*klimaa,Automatic,2021,"12,537 km",Electric
5065,Smart Forfour,"12,608 ",Eq Passion *allwetter*navi*pdc,Automatic,2020,"41,850 km",Electric
5066,Smart Forfour,"14,191 ",Eq Pulse Exklusi Plus Kam Jbl Shz Pts Hi,Automatic,2020,"39,678 km",Electric
5067,Smart Forfour,"16,152 ",Passion +style+aut+pts+shz+led+sp,Automatic,2019,"39,250 km",Petrol
5068,Smart Forfour,"13,129 ",Eq *22 Kw*,Automatic,2021,"22,500 km",Electric
5069,Smart Forfour,"11,277 ",Eq 60kwed Passion Cool&audio Shz Dig Radio,Automatic,2021,"26,498 km",Electric
5070,Smart Forfour,"10,885 ",Electric Drive / Eq *klima*,Automatic,2019,"34,450 km",Electric
5071,Smart Forfour,"11,267 ",Eq *style*urban*navi*klimaa,Automatic,2021,"26,582 km",Electric
5072,Smart Forfour,"13,295 ",Automatik+sitzheizung+tempomat+pdc Elektric Drive,Automatic,2018,"29,000 km",Electric
5073,Smart Forfour,"13,192 ",Eq 60kwed Passion Shz Pano Pdc+kamera,Automatic,2020,"36,675 km",Electric
5074,Smart Forfour,"10,601 ",Prime Soundsystem Klimaautom Ambientebel,Manual,2015,"59,460 km",Petrol
5075,Smart Forfour,"11,349 ",Electric Drive / Eq *pdc*klima*bluetooth*,Automatic,2019,"26,411 km",Electric
5076,Smart Forfour,"12,201 ",Eq Cool&audio+fsp+dab+shz+22kw+tempomat,Automatic,2021,"18,898 km",Electric
5077,Smart Forfour,"11,535 ",Cool-klima-shzg-alu-allwetter-hu,Manual,2015,"67,243 km",Petrol
5078,Smart Forfour,"13,792 ",Electric Drive Eq Passion Navi Panorama,Automatic,2020,"40,000 km",Electric
5079,Smart Forfour,"11,659 ",Electric Drive / Eq 22 Kw Schnelllader,Automatic,2019,"27,100 km",Electric
5080,Smart Forfour,"12,453 ","""passion""-faltdach|klimaaut|sitzh|2.hand",Manual,2017,"45,700 km",Petrol
5081,Smart Forfour,"15,207 ",Passion 66kw/automatik/faltdach/top,Automatic,2018,"66,000 km",Petrol
5082,Smart Forfour,"12,483 ",Basis 52kw*klima*automatik*,Automatic,2019,"116,000 km",Petrol
5083,Smart Forfour,"12,177 ",Four *style*urban*lm*klimaa*winterp.*shz*pts,Automatic,2020,"18,057 km",Electric
5084,Smart Forfour,"12,345 ",Eq Passion Pdc+klima+sitzhzg+tempo,Automatic,2019,"32,220 km",Electric
5085,Smart Forfour,"19,301 ",For Four Navi-automatik-el.faltdach Erst 3600km,Automatic,2019,"3,600 km",Petrol
5086,Skoda Enyaq,"62,437 ",Coupe 82 Kwh 4x4 Rs Ahk*matrix*nav*hud*shz*acc*...,Automatic,2024,10 km,Electric
5087,Skoda Enyaq,"36,549 ",Loft 60 132 Kw,Automatic,2023,"24,327 km",Electric
5088,Skoda Enyaq,"36,972 ",60 Loft Acc+led+navi,Automatic,2023,"30,700 km",Electric
5089,Skoda Enyaq,"28,855 ",Clever 60s Lodge,Automatic,2021,"34,000 km",Electric
5090,Skoda Enyaq,"51,926 ",85 Suite Navi Ahk Rfk Acc Sh Led Alarm,Automatic,2024,20 km,Electric
5091,Skoda Enyaq,"47,526 ",85 Navi Rfk Klima Smart Led,Automatic,2024,10 km,Electric
5092,Skoda Enyaq,"41,165 ",Iv 80 Sportline Led Navi Acc App Ahk Pano,Automatic,2021,"34,800 km",Electric
5093,Skoda Enyaq,"48,026 ",85 Loft Rfk Ahkv Navi Pdc Klima Led Sha,Automatic,2024,20 km,Electric
5094,Skoda Enyaq,"37,218 ",80 Loft *ahk*matrix*kamera*pano*,Automatic,2021,"50,380 km",Electric
5095,Skoda Enyaq,"53,667 ",85 Plus,Automatic,2024,10 km,Electric
5096,Skoda Enyaq,"52,167 ",85 Plus Ahk Acc Warmep. Matrix Nav Travel-a,Automatic,2024,10 km,Electric
5097,Skoda Enyaq,"56,207 ",85 82kwh Loft *navi*led*virtual Cockpit*,Automatic,2024,0 km,Electric
5098,Skoda Enyaq,"52,726 ",85 Suite Ahkv Panorama Navi Rfk Sh Led,Automatic,2024,50 km,Electric
5099,Skoda Enyaq,"52,226 ",85 Loft Navi Rfk Ahkv Acc Sh Led Pdc,Automatic,2024,20 km,Electric
5100,Skoda Enyaq,"50,526 ",85 Loft Navi Rfk Acc Sh Ahkv Pdc Led,Automatic,2024,10 km,Electric
5101,Skoda Enyaq,"47,526 ",85 Loft Navi Rfk Ahkv Klima Led Front,Automatic,2024,20 km,Electric
5102,Skoda Enyaq,"66,346 ",Coupe Rs Lounge 4x4 Navi Panorama Akv Led,Automatic,2024,50 km,Electric
5103,Skoda Enyaq,"57,927 ",85 Advanced / Ahk / 20 Zoll Head Up Display,Automatic,2024,0 km,Electric
5104,Skoda Enyaq,"53,077 ",85 Sportline | Navi | Led | Acc |,Automatic,2023,"17,950 km",Electric
5105,Skoda Enyaq,"52,226 ",85 Loft Navi Ahkv Rfk Acc Sh Dab Pdc,Automatic,2024,20 km,Electric
5106,Skoda Enyaq,"64,427 ",85,Automatic,2024,0 km,Electric
5107,Skoda Enyaq,"31,715 ",Iv 60 Loft Led Navi Pdc Rfk Shz,Automatic,2021,"37,020 km",Electric
5108,Skoda Enyaq,"48,026 ",85 Loft Navi Rfk Ankv Klima Led Pdc,Automatic,2024,20 km,Electric
5109,Skoda Enyaq,"51,126 ",Coupe 85 Ecosuite Klima Navi Rfk Ahkv,Automatic,2024,50 km,Electric
5110,Skoda Enyaq,"51,026 ",85 Loft Navi Rfk Ahkv Acc Sh Led Alarm,Automatic,2024,20 km,Electric
5111,Skoda Enyaq,"52,167 ",85 Plus Ahk Acc Warmep. Matrix Nav Travel-a.,Automatic,2024,10 km,Electric
5112,Skoda Kamiq,"28,397 ","1,0 Tsi Dsg Selection - Lager",Automatic,2024,20 km,Petrol
5113,Skoda Kamiq,"27,127 ",1.5 Tsi 130 Jahre Premium,Manual,2024,0 km,Petrol
5114,Skoda Kamiq,"31,797 ","1,5 Tsi Dsg Monte Carlo - Lager",Automatic,2024,40 km,Petrol
5115,Skoda Kamiq,"30,897 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5116,Skoda Kamiq,"22,887 ",1.0 Tsi 130 Jahre,Manual,2024,0 km,Petrol
5117,Skoda Kamiq,"27,697 ",1.0 Tsi 115ps Dsg Selection Klimaautomatik Ruckf.k,Automatic,2024,2 km,Petrol
5118,Skoda Kamiq,"30,897 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5119,Skoda Kamiq,"31,797 ","1,5 Tsi Dsg Monte Carlo - Lager",Automatic,2024,30 km,Petrol
5120,Skoda Kamiq,"30,396 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5121,Skoda Kamiq,"23,527 ",1.0 Tsi Selection,Manual,2024,0 km,Petrol
5122,Skoda Kamiq,"23,657 ",1.0 Tsi 130 Jahre,Manual,2024,0 km,Petrol
5123,Skoda Kamiq,"30,897 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5124,Skoda Kamiq,"25,737 ",1.0 Tsi Dsg 130 Jahre Premium,Automatic,2024,0 km,Petrol
5125,Skoda Kamiq,"28,357 ",1.5 Tsi Monte Carlo,Manual,2024,0 km,Petrol
5126,Skoda Kamiq,"30,396 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5127,Skoda Kamiq,"27,697 ",1.0 Tsi 115ps Dsg Selection Klimaautomatik Ruckf.k,Automatic,2024,2 km,Petrol
5128,Skoda Kamiq,"28,397 ","1,0 Tsi Dsg Selection - Lager",Automatic,2024,20 km,Petrol
5129,Skoda Kamiq,"25,037 ",1.0 Tsi Top Selection,Manual,2024,0 km,Petrol
5130,Skoda Kamiq,"29,147 ",1.5 Tsi Dsg 130 Jahre Premium,Automatic,2024,0 km,Petrol
5131,Skoda Kamiq,"32,397 ","1,5 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5132,Skoda Kamiq,"28,397 ","1,0 Tsi Dsg Selection - Lager",Automatic,2024,20 km,Petrol
5133,Skoda Kamiq,"26,547 ",1.5 Tsi Top Selection,Manual,2024,0 km,Petrol
5134,Skoda Kamiq,"25,587 ",1.5 Tsi 130 Jahre,Manual,2024,0 km,Petrol
5135,Skoda Kamiq,"31,797 ","1,5 Tsi Dsg Monte Carlo - Lager",Automatic,2024,40 km,Petrol
5136,Skoda Kamiq,"28,357 ",1.0 Tsi Dsg Monte Carlo,Automatic,2024,0 km,Petrol
5137,Skoda Kamiq,"30,396 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5138,Skoda Kamiq,"28,797 ",1.0 Tsi 115ps Monte Carlo,Manual,2024,0 km,Petrol
5139,Skoda Kamiq,"30,396 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5140,Skoda Kamiq,"27,697 ",1.0 Tsi 115ps Dsg Selection Klimaautomatik Ruckf.k,Automatic,2024,2 km,Petrol
5141,Skoda Kamiq,"26,547 ",1.0 Tsi Dsg Top Selection,Automatic,2024,0 km,Petrol
5142,Skoda Kamiq,"27,697 ",1.0 Tsi 115ps Dsg Selection Klimaautomatik Ruckf.k,Automatic,2024,2 km,Petrol
5143,Skoda Kamiq,"30,897 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5144,Skoda Kamiq,"26,547 ",1.0 Tsi Monte Carlo,Manual,2024,0 km,Petrol
5145,Skoda Kamiq,"30,897 ","1,0 Tsi Dsg Monte Carlo - Lager",Automatic,2024,20 km,Petrol
5146,Skoda Kamiq,"29,867 ",1.5 Tsi Dsg Monte Carlo,Automatic,2024,0 km,Petrol
5147,Skoda Kamiq,"28,457 ",1.5 Tsi 150ps Selection,Manual,2024,0 km,Petrol
5148,Skoda Kamiq,"28,357 ",1.5 Tsi Dsg Top Selection,Automatic,2024,0 km,Petrol
5149,Skoda Kamiq,"31,797 ","1,5 Tsi Dsg Monte Carlo - Lager",Automatic,2024,30 km,Petrol
5150,Skoda Kamiq,"27,398 ","1,0 Tsi Dsg Selection - Lager",Automatic,2024,"3,000 km",Petrol
5151,Skoda Kamiq,"25,197 ",1.0 Tsi Dsg 130 Jahre,Automatic,2024,0 km,Petrol
5152,Skoda Kamiq,"30,997 ",1.5 Tsi Dsg Monte Carlo *pano *kamera *matrix Led,Automatic,2024,10 km,Petrol
5153,Skoda Kamiq,"33,797 ",First Edition Navi+ Acc+ Kamera+ Kessy+...,Automatic,2024,10 km,Petrol
5154,Skoda Kamiq,"29,397 ",Selection Facelift+acc+el.heckkl.+shz+l...,Automatic,2024,10 km,Petrol
5155,Skoda Kamiq,"22,183 ",Tsi 95 Selec Facelift Virtc Suns Kessy Kam,Manual,2024,10 km,Petrol
5156,Skoda Kamiq,"21,244 ",Style 1.5 Tsi *led*carplay*pdc*dab*shz*,Manual,2020,"57,111 km",Petrol
5157,Skoda Kamiq,"28,419 ",Monte Carlo*panorama*dsg*navi*led*acc*twa*,Automatic,2022,"23,200 km",Petrol
5158,Skoda Kamiq,"26,413 ","Style,5jg,navi,shz,cam,led,klimaautm",Manual,2023,"11,800 km",Petrol
5159,Skoda Kamiq,"27,613 ","Style,5jg,navi,ahk,shz,cam,led,klimaautm",Manual,2023,"11,800 km",Petrol
5160,Skoda Kamiq,"23,525 ",1.5 Tsi Style Dsg Led Navi Ahk Klimaautomatik,Automatic,2020,"23,447 km",Petrol
5161,Skoda Kamiq,"29,397 ",Selection Facelift+acc+el.heckkl.+shz+l...,Automatic,2024,10 km,Petrol
5162,Skoda Kamiq,"24,657 ","Selection 1.0 Pdc Hinten, Klima, Shz",Manual,2024,10 km,Petrol
5163,Skoda Kamiq,"21,940 ",1.0 Tsi Tour Gra Pdc Sunset Mfl Klima,Manual,2023,"12,852 km",Petrol
