,name,price,description,trassmition,model,milage,fuel
826,Volkswagen T-cross,"27,695 ",Tsi 115 Dsg Iqdrive Shz Keyl Parkas Kam,Automatic,2024,10 km,Petrol
827,Volkswagen T-cross,"28,395 ",Tsi 115 Dsg Iqdrive Shz Keyl Parkas Kam,Automatic,2024,10 km,Petrol
828,Volkswagen T-cross,"28,895 ",Tsi 115 Dsg Iqdrive Nav Shz Keyl Parkas,Automatic,2024,10 km,Petrol
829,Volkswagen T-cross,"27,695 ",Tsi 115 Dsg Iqdrive Shz Keyl Parkas Kam,Automatic,2024,10 km,Petrol
830,Volkswagen T-cross,"32,918 ","R-line 1.5 Tsi Dsg Vk40.600,- Eur Shz P",Automatic,2024,"6,500 km",Petrol
831,Volkswagen T-cross,"27,695 ",Tsi 115 Dsg Iqdrive Shz Keyl Parkas Kam,Automatic,2024,10 km,Petrol
832,Volkswagen T-cross,"27,695 ",Tsi 115 Dsg Iqdrive Shz Keyl Parkas Kam,Automatic,2024,10 km,Petrol
833,Volkswagen T-cross,"27,695 ",Tsi 115 Dsg Iqdrive Shz Keyl Parkas Kam,Automatic,2024,10 km,Petrol
834,Volkswagen Taigo,"26,795 ",1.0 Tsi 115 Dsg Iq.light 17z Shz Kam Keyl,Automatic,2024,10 km,Petrol
835,Volkswagen Taigo,"21,211 ",1.0 Tsi Life,Manual,2024,150 km,Petrol
836,Volkswagen Taigo,"28,997 ",1.0 Tsi Move Navi|led|parkpilot|carplay,Automatic,2024,50 km,Petrol
837,Volkswagen Taigo,"26,795 ",1.0 Tsi 115 Dsg Iq.light 17z Shz Kam Keyl,Automatic,2024,10 km,Petrol
838,Volkswagen Taigo,"26,795 ",1.0 Tsi 115 Dsg Iq.light 17z Shz Kam Keyl,Automatic,2024,10 km,Petrol
839,Volkswagen Taigo,"28,895 ",1.5 Tsi 150 Dsg Iqmatrix R2d Keyl Shz Kam,Automatic,2024,10 km,Petrol
840,Volkswagen Taigo,"28,895 ",1.5 Tsi 150 Dsg Iqmatrix R2d Keyl Shz Kam,Automatic,2024,10 km,Petrol
841,Volkswagen Taigo,"26,795 ",1.0 Tsi 115 Dsg Iq.light 17z Shz Kam Keyl,Automatic,2024,10 km,Petrol
842,Volkswagen Taigo,"26,795 ",1.0 Tsi 115 Dsg Iq.light 17z Shz Kam Keyl,Automatic,2024,10 km,Petrol
843,Volkswagen Taigo,"28,997 ",1.0 Tsi Move Navi|led|dab+|parkpilot|dsg,Automatic,2024,50 km,Petrol
844,Volkswagen Taigo,"25,565 ","Style 1,0 Tsi Dsg Led Ready2disc Acc Shz P",Automatic,2022,"46,000 km",Petrol
845,Volkswagen Taigo,"28,895 ",1.5 Tsi 150 Dsg Iqmatrix R2d Keyl Shz Kam,Automatic,2024,10 km,Petrol
846,Volkswagen Taigo,"26,795 ",1.0 Tsi 115 Dsg Iq.light 17z Shz Kam Keyl,Automatic,2024,10 km,Petrol
847,Volkswagen Taigo,"20,792 ",1.0 Tsi Life Led Pdc Travel Assist,Manual,2022,"29,000 km",Petrol
848,Volkswagen T7,"74,547 ",2.0 Tdi Scr Dsg Uberhang Style Style,Automatic,2023,"9,450 km",Diesel
849,Volkswagen Taigo,"28,895 ",1.5 Tsi 150 Dsg Iqmatrix R2d Keyl Shz Kam,Automatic,2024,10 km,Petrol
850,Volkswagen Passat,"22,777 ",Business*led*acc*navi*pdc*carplay,Automatic,2020,"100,254 km",Diesel
851,Volkswagen Passat,"28,749 ",Gte E-hybrid/navi/acc/cam/alu,Automatic,2021,"25,633 km",Hybrid
852,Volkswagen Passat,"18,982 ",Comfortline Navi.kamera.lmf.shz.,Automatic,2018,"134,606 km",Diesel
853,Volkswagen Passat,"22,289 ",Comfort 2.0tdi*acc*cam*led*ahk*17,Manual,2019,"82,403 km",Diesel
854,Volkswagen Passat,"30,874 ",2.0 Tdi/dsg/led/nav/kam/virtual/ehk/ahk/kl,Automatic,2023,"59,000 km",Diesel
855,Volkswagen Passat,"22,711 ",Business 2.0 Tdi 110kw 7-gang Dsg,Automatic,2021,"99,000 km",Diesel
856,Volkswagen Passat,"20,916 ",Business Dsg.navi.lmf.shz.,Automatic,2019,"125,397 km",Diesel
857,Volkswagen Passat,"25,653 ",Navi Ahk Led Acc Kamera Dammglas,Manual,2021,"61,000 km",Diesel
858,Volkswagen Passat,"22,876 ","Business 2.0*led*kamera*ahk*17""",Automatic,2020,"138,995 km",Diesel
859,Volkswagen Passat,"24,760 ",2.0 Tdi Scr Dsg Business Ahk Elek,Automatic,2021,"128,500 km",Diesel
860,Volkswagen Passat,"21,115 ",Standheizung 4motion Vollled Ahk,Automatic,2017,"136,000 km",Diesel
861,Volkswagen Passat,"57,927 ","2,0 Tdi R-line Dsg+ahk+navi+pano",Automatic,2024,"1,345 km",Diesel
862,Volkswagen Passat,"22,261 ","Business 2.0 Tdi, Ahk, Led, Dsg",Automatic,2019,"85,998 km",Diesel
863,Volkswagen Passat,"29,897 ",1.5 Business Acc Led Alu Navi,Automatic,2024,"25,834 km",Petrol
864,Volkswagen Passat,"31,709 ",2.0 Tdi Dsg Business-navi*ahk*kamera*mass,Automatic,2023,"28,044 km",Diesel
865,Volkswagen Passat,"37,675 ",Variant Alltrack Nav Ahk Dcc Aid Iq.drive,Automatic,2021,"38,500 km",Diesel
866,Volkswagen Passat,"29,865 ",2.0 Tdi Scr Dsg Business+standh+,Automatic,2021,"37,000 km",Diesel
867,Volkswagen Passat,"30,172 ",Navi Ahk Acc Led E-klappe Kamera,Automatic,2022,"27,500 km",Petrol
868,Volkswagen Passat,"22,843 ",Business 2.0tdi*stdhz*kamera*led*,Automatic,2019,"121,906 km",Diesel
869,Volkswagen Passat,"24,777 ","Business 2.0*kamera*led*ahk*17""",Automatic,2021,"118,457 km",Diesel
870,Volkswagen Passat,"36,197 ",Elegance 2.0 Tdi Eu6d Led Ahk Navi Ruckfa,Automatic,2023,"25,802 km",Diesel
871,Volkswagen Passat,"18,916 ",Comfortline Bmt/start-stopp 1hand,Automatic,2017,"106,939 km",Diesel
872,Volkswagen Passat,"14,035 ",Lim. Comfortline Bmt/start-stopp,Manual,2015,"148,653 km",Petrol
873,Volkswagen Passat,"30,818 ",Business Ahk*navi*led*kamera Lm,Automatic,2022,"75,576 km",Diesel
874,Volkswagen Passat,"29,897 ",1.5 Business Acc Led Alu Navi,Automatic,2024,"26,698 km",Petrol
875,Volkswagen Passat,"36,306 ",Elegance 2.0 Tdi/led/nav/kam/ehk,Automatic,2024,"26,000 km",Diesel
876,Volkswagen Passat,"22,850 ",Business Tuv&au Neu&garantie,Automatic,2020,"113,600 km",Diesel
877,Volkswagen Passat,"18,727 ",Lim. Comfort Bmt/start-stopp*1.hand*pdc,Manual,2017,"72,000 km",Petrol
878,Volkswagen Id. Buzz,"51,965 ",Id.buzz Pro 150 Kw (204 Ps) 77 Kwh Foliert,Automatic,2022,"13,500 km",Not specified
879,Volkswagen Id. Buzz,"55,997 ",Id.buzz Pro Kr Navi+iq-light+acc+ahk+19´´+ccs,Automatic,2024,20 km,Not specified
880,Volkswagen Id. Buzz,"57,757 ",Pro Esayopen Multiflexboard Ahk Wr Kame,Automatic,2023,"13,825 km",Not specified
881,Volkswagen Golf,"24,102 ",Navi Ahk Acc Led Kamera Massages.,Manual,2020,"37,600 km",Petrol
882,Volkswagen Golf,"22,318 ",Viii 1.5 Tsi Style *pano*keyless*led*,Manual,2020,"43,963 km",Petrol
883,Volkswagen Golf,"24,072 ",1.5 Tsi Move Navi|acc|led|pdc|sitz-&lr-hzg,Manual,2023,"30,139 km",Petrol
884,Volkswagen Golf,"33,322 ",8 Gtd Black Style 2.0 Tdi Dsg ( Bluetooth,Automatic,2022,"27,400 km",Diesel
885,Volkswagen Golf,"23,332 ",Variant 1.5 Tsi Dsg Highline*led*navi*shz*a,Automatic,2019,"24,897 km",Petrol
886,Volkswagen Golf,"17,149 ",1.2 Tsi Bmt Lounge Servotronic Aps Klimaaut,Manual,2016,"93,000 km",Petrol
887,Volkswagen Golf,"24,284 ",Life 2.0 Tdi Scr 110kw*dsg*navi*shz*led*vir,Automatic,2020,"54,806 km",Diesel
888,Volkswagen Golf,"20,618 ",Vii 1.5 Tsi Iq.drive*led*standhzg.*park*,Manual,2020,"49,103 km",Petrol
889,Volkswagen Golf,"49,607 ",Gte 1.5 Ehybrid Dsg Navi Ahk Dcc Iq.light,Automatic,2024,"5,100 km",Hybrid
890,Volkswagen Golf,"22,839 ","Variant 1,0 Tsi Opf 6-gang Life Navi Connec",Manual,2022,"36,014 km",Petrol
891,Volkswagen Golf,"29,997 ",Viii 1.5 Tsi Life Move *kamera*carplay*led*,Manual,2024,"7,851 km",Petrol
892,Volkswagen Golf,"20,614 ",Variant 1.0 Tsi *iq.drive* *navi*park-assis,Manual,2020,"59,288 km",Petrol
893,Volkswagen Golf,"29,901 ",Viii 2.0 Move Ahk Cam Acc Alu Navi Sitzheiz,Automatic,2024,"24,373 km",Diesel
894,Volkswagen Golf,"21,982 ",Variant Life 2.0 Tdi Navi Acc Winter-paket,Manual,2022,"57,611 km",Diesel
895,Volkswagen Golf,"24,544 ",Vii Highline 1.5 Tsi Eu6d-t Led N,Automatic,2020,"52,815 km",Petrol
896,Volkswagen Golf,"20,495 ","Variant 1,0 Tsi Opf 6-gang Life Winterpaket",Manual,2021,"32,655 km",Petrol
897,Volkswagen Golf,"22,935 ","Variant 1,0 Tsi Opf 6-gang Life Ledplus Bus",Manual,2022,"45,233 km",Petrol
898,Volkswagen Golf,"27,313 ",Viii 1.5tsi Move Navi Led Acc,Manual,2023,"16,250 km",Petrol
899,Volkswagen Golf,"30,056 ",Viii Life 2.0 Tdi Dsg Ahk Acc Led Navi Shz,Automatic,2024,"28,096 km",Diesel
900,Volkswagen Golf,"21,724 ",Vii Variant 2.0tdi Dsg Comfortline Navi+ahk,Automatic,2020,"98,551 km",Diesel
901,Volkswagen Golf,"32,839 ",Viii 2.0 Tsi Dsg Gti Black Style*pano*led*,Automatic,2022,"37,715 km",Petrol
902,Volkswagen Golf,"23,664 ",Viii 1.5etsi Dsg Style Navi Led Kamera*outl,Automatic,2021,"105,860 km",Petrol
903,Volkswagen Golf,"29,997 ",Life 2.0 Tdi Led*acc*digital*dab+,Manual,2024,30 km,Diesel
904,Volkswagen Golf,"21,092 ",Variant 1.0 Tsi Opf Life Led 3zklima Lich+s,Manual,2021,"45,819 km",Petrol
905,Volkswagen Golf,"24,032 ",1.5 Tsi Opf Style Acctravelassist Led Ergoa,Manual,2022,"54,714 km",Petrol
906,Volkswagen Golf,"29,901 ",Viii 2.0 Move Ahk Cam Acc Alu Navi Sitzheiz,Automatic,2024,"24,237 km",Diesel
907,Volkswagen Golf,"31,822 ",Gti 2.0tsi Dsg Blackstyle Iq.light Harmanka,Automatic,2021,"42,813 km",Petrol
908,Volkswagen Golf,"43,508 ","R 2,0 L Tsi Opf 4motion",Automatic,2023,"16,000 km",Petrol
909,Volkswagen Golf,"21,889 ",Variant Life 1.0 Tsi Navi Acc,Manual,2022,"38,935 km",Petrol
910,Volkswagen Beetle,"32,393 ",Cabriolet Sound Navi Kamera Dab+ Xenon,Automatic,2018,"34,000 km",Petrol
911,Volkswagen Arteon,"38,248 ",R-line 4motion Matrix Nappa Mass. Sitz,Automatic,2021,"86,150 km",Petrol
912,Volkswagen Arteon,"48,965 ","Shooting Brake R-line 2,0 L Tsi Opf 140 K",Automatic,2023,"19,850 km",Petrol
913,Volkswagen Arteon,"41,724 ",Shooting Brake R Hud Ahk Leder Navi Area,Automatic,2021,"61,000 km",Petrol
914,Volkswagen Amarok,"32,933 ",Comfortline Doublecab 4x4 Ahk Automatik,Automatic,2018,"62,000 km",Diesel
915,Volkswagen Arteon,"41,747 ",Shooting Brake R-line 2.0 Tdi Ahk Acc Shz,Automatic,2024,"18,462 km",Diesel
916,Volkswagen Amarok,"56,257 ","Aventura 3,0 Tdi Navi+iq+acc+ahk+4m",Automatic,2023,"12,400 km",Diesel
917,Volkswagen Amarok,"51,712 ",2.0 Tdi 151 Kw Life Doppelkabine 4moti...,Automatic,2024,9 km,Diesel
918,Volkswagen Amarok,"46,113 ","3,0 V6",Automatic,2020,"98,000 km",Diesel
919,Volkswagen Amarok,"26,491 ",Doublecab 4motion/bi-xenon/navi/alcantara,Manual,2016,"119,950 km",Diesel
920,Toyota Yaris,"29,359 ",1.5 Hyb 130 Cvt Led Keyl Smrtco Digc,Automatic,2024,10 km,Hybrid
921,Toyota Yaris,"29,359 ",1.5 Hyb 130 Cvt Led Keyl Smrtco Digc,Automatic,2024,10 km,Hybrid
922,Toyota Yaris,"29,359 ",1.5 Hyb 130 Cvt Led Keyl Smrtco Digc,Automatic,2024,10 km,Hybrid
923,Toyota Proace,"30,159 ",City Verso L1 Team D~kamera~ahk~,Automatic,2023,"29,000 km",Diesel
924,Toyota Proace,"43,297 ",(verso) 106kw L2 Comfort 9-sitzer,Manual,2024,"9,230 km",Diesel
925,Toyota Corolla,"19,958 ","Touring Sports Hybrid Comfort,klima ,vol",Automatic,2020,"141,000 km",Hybrid
926,Suzuki Vitara,"16,811 ",1.6 Ddis Comfort 4x4,Manual,2017,"78,000 km",Diesel
927,Suzuki Baleno,"10,811 ",Comfort,Manual,2019,"105,000 km",Petrol
928,Toyota Aygo X,"16,096 ",Abstandstempomat Acc+klima,Manual,2022,"19,900 km",Petrol
929,Smart Forfour,"10,453 ",1.0*64.000km*2 Hand*tempomat*klimaauto*,Manual,2019,"64,000 km",Petrol
930,Tesla Model S,"38,513 ",100d 21zoll Pano Carbon Alcantara-himmel,Automatic,2017,"139,000 km",Not specified
931,Tesla Model 3,"30,781 ",Long Range Awd,Automatic,2020,"64,366 km",Not specified
932,Suzuki Vitara,"20,407 ","Comfort Mit Navi, Winterradern  (mt)",Manual,2022,"27,600 km",Petrol
933,Suzuki Vitara,"15,347 ",1.6 Vvt Comfort 4x4,Manual,2015,"65,000 km",Petrol
934,Suzuki Ignis,"15,393 ",Comfort 4x4 Allgrip,Manual,2017,"49,582 km",Petrol
935,Suzuki Swift,"19,711 ",1.2 Comfort Cvt Hybrid Autom.,Automatic,2024,"9,472 km",Petrol
936,Skoda Roomster,"10,532 ",Best Of,Manual,2015,"96,000 km",Petrol
937,Skoda Superb,"46,715 ",Combi Tdi 193 4x4 Selec Matrix Sthz Ahk,Automatic,2024,10 km,Diesel
938,Smart Fortwo,"12,077 ",Coupe Eq 22kw Bordlader Advanced Plus,Automatic,2021,"22,178 km",Not specified
939,Ssangyong Tivoli,"10,709 ",Crystal 4x2 Tempomat-kamera-navi-mfl-szh,Manual,2018,"111,000 km",Diesel
940,Smart Forfour,"11,457 ",Basis 52kw,Manual,2019,"57,329 km",Petrol
941,Skoda Superb,"35,822 ",2.0 Tdi Scr Dsg Style Ahk;led;sitzheizung,Automatic,2023,"33,200 km",Diesel
942,Skoda Superb,"46,715 ",Combi Tdi 193 4x4 Selec Matrix Sthz Ahk,Automatic,2024,10 km,Diesel
943,Skoda Scala,"22,101 ",Ambition 1.0 Tsi Eu6d Led Navi Ruckfahrkam,Manual,2024,"21,634 km",Petrol
944,Skoda Superb,"46,715 ",Combi Tdi 193 4x4 Selec Matrix Sthz Ahk,Automatic,2024,10 km,Diesel
945,Skoda Octavia,"29,712 ",Combi Rs First Edition Pano*ahk*sthz*bl.,Automatic,2020,"101,800 km",Petrol
946,Skoda Octavia,"30,739 ",Lim Etsi 150 Dsg Selec Led Nav Shz Ke...,Automatic,2024,10 km,Petrol
947,Skoda Octavia,"16,637 ",Combi Ambition*euro6,Manual,2019,"103,954 km",Diesel
948,Skoda Octavia,"17,682 ",2.0 Tdi Combi Style Navi T-leder Led 1.h,Automatic,2019,"113,300 km",Diesel
949,Skoda Octavia,"27,592 ",Combi 2.0 Tdi First Edition/virtual+led,Automatic,2020,"38,000 km",Diesel
950,Skoda Octavia,"17,555 ",Combi 2.0 Tdi Style 1.hand,Manual,2019,"139,200 km",Diesel
951,Skoda Octavia,"14,727 ",1.6 Tdi Combi ° Klima ° Navi ° Ahk °mwst,Manual,2017,"136,000 km",Diesel
952,Skoda Octavia,"32,995 ",Combi Phev 204 Dsg Kam Kessy 18z Shz Vic,Automatic,2024,10 km,Hybrid
953,Skoda Octavia,"20,259 ",Kombi Rs Tsi / 2. Hand/ Ahk,Automatic,2017,"117,965 km",Petrol
954,Skoda Octavia,"29,918 ",Combi Rs 2.0 Tsi Dsg *1.hand*amundsen*,Automatic,2019,"36,000 km",Petrol
955,Skoda Octavia,"32,995 ",Combi Phev 204 Dsg Kam Kessy 18z Shz Vic,Automatic,2024,10 km,Hybrid
956,Skoda Octavia,"32,995 ",Combi Phev 204 Dsg Kam Kessy 18z Shz Vic,Automatic,2024,10 km,Hybrid
957,Skoda Octavia,"32,995 ",Combi Phev 204 Dsg Kam Kessy 18z Shz Vic,Automatic,2024,10 km,Hybrid
958,Skoda Kodiaq,"34,678 ","Style 4x4, 2.0 Tsi, Ahk, Leder, Led,kamea",Automatic,2020,"46,833 km",Petrol
959,Skoda Octavia,"24,631 ",Combi Style Tsi Matrix Ahk Navi Canton,Manual,2020,"64,860 km",Petrol
960,Skoda Kodiaq,"30,162 ",Sportline Pano*ahk*sthz*black-edition*,Automatic,2020,"141,800 km",Diesel
961,Skoda Kodiaq,"36,873 ",Sportline 4x4 7 Sitzer*ahk*pano*sthz*,Automatic,2020,"116,500 km",Diesel
962,Skoda Octavia,"32,995 ",Combi Phev 204 Dsg Kam Kessy 18z Shz Vic,Automatic,2024,10 km,Hybrid
963,Skoda Kodiaq,"42,089 ",Tsi 150 Dsg Sportl 7-s Nav Matrix Acc ...,Automatic,2024,10 km,Petrol
964,Skoda Kodiaq,"35,323 ",Rs-2.0 Bitdi*dsg*4x4*pano*led*navi*sound*,Automatic,2020,"113,000 km",Diesel
965,Skoda Kodiaq,"41,165 ",2.0 Tdi 4x4 Dsg Style,Automatic,2023,"59,000 km",Diesel
966,Skoda Kodiaq,"43,977 ","2,0 Tdi Dsg Navi+led+acc+einparkh.+17´´",Automatic,2024,500 km,Diesel
967,Skoda Karoq,"38,657 ","1,5 Tsi Sportline Dsg Navi+acc+ahk+pano+18",Automatic,2024,500 km,Petrol
968,Skoda Karoq,"38,157 ","1,5 Tsi Sportline Dsg Navi+acc+ahk+pano+18",Automatic,2024,500 km,Petrol
969,Skoda Karoq,"37,057 ","2,0 Tdi Style Dsg Navi+matrix+4x4+18´´",Automatic,2024,500 km,Diesel
970,Skoda Karoq,"38,157 ","1,5 Tsi Sportline Dsg Navi+pano+led+ahk",Automatic,2024,500 km,Petrol
971,Skoda Kodiaq,"35,083 ",2.0 Tdi*virtual*cam*led*newmodel*7 Sitzer,Automatic,2021,"106,478 km",Diesel
972,Skoda Kodiaq,"37,796 ",Tsi 150 Dsg Amb 7-s Matrix Acc Virtc K...,Automatic,2024,10 km,Petrol
973,Skoda Kodiaq,"39,874 ",Tdi 150 Dsg 4x4 Amb Matrix Nav Acc Vir...,Automatic,2024,10 km,Diesel
974,Skoda Karoq,"38,657 ","1,5 Tsi Sportline Dsg Navi+acc+ahk+pano+18",Automatic,2024,500 km,Petrol
975,Skoda Karoq,"38,157 ","1,5 Tsi Sportline Dsg Navi+acc+ahk+pano+18",Automatic,2024,500 km,Petrol
976,Skoda Karoq,"37,057 ","2,0 Tdi Style Dsg Navi+matrix+4x4+18´´",Automatic,2024,500 km,Diesel
977,Skoda Karoq,"32,123 ",Tsi 150 Dsg Selec Led Acc Kessy Virc Su...,Automatic,2024,10 km,Petrol
978,Skoda Karoq,"31,929 ",Tsi 150 Dsg Selec Led Acc Virc Suns Kam...,Automatic,2024,10 km,Petrol
979,Skoda Karoq,"27,292 ",1.5 Tsi Act Ambition 4x4*navi*kamera*ahk*,Automatic,2019,"69,500 km",Petrol
980,Skoda Karoq,"37,057 ","2,0 Tdi Style Dsg Navi+matrix+4x4+18´´",Automatic,2024,500 km,Diesel
981,Skoda Karoq,"29,742 ",Tdi 116 Selec Led Virc Kam Suns Pdc Lan...,Manual,2023,10 km,Diesel
982,Skoda Karoq,"38,157 ","1,5 Tsi Sportline Dsg Navi+acc+ahk+pano+18",Automatic,2024,500 km,Petrol
983,Skoda Karoq,"38,657 ","1,5 Tsi Sportline Dsg Navi+acc+ahk+pano+18",Automatic,2024,500 km,Petrol
984,Skoda Kamiq,"27,574 ",Style Navi Ahk Pano Led Kamera Laneassist,Automatic,2020,"21,800 km",Petrol
985,Skoda Kamiq,"29,497 ","Selection,1,0tsi, 85kw/115ps,dsg,",Automatic,2024,10 km,Petrol
986,Skoda Kamiq,"31,497 ","Selection,1,5tsi, 110kw/150ps,dsg,",Automatic,2024,12 km,Petrol
987,Skoda Karoq,"26,760 ",2.0 Tdi Scr Dsg 4wd Ambition,Automatic,2018,"65,500 km",Diesel
988,Skoda Kamiq,"23,578 ",Style 1.0 Tsi*ahk*led*lane*cam*applecar,Automatic,2020,"41,477 km",Petrol
989,Skoda Kamiq,"22,201 ",Ambition 1.0 Tsi Eu6d Led Pdcv+h Shz Lenkr,Manual,2024,"17,502 km",Petrol
990,Skoda Fabia,"10,929 ",Active 1 Hand / Scheckheft,Manual,2015,"39,000 km",Petrol
991,Skoda Fabia,"14,828 ",Cool Plus*sehr Gepfleft*,Manual,2020,"44,000 km",Petrol
992,Skoda Kamiq,"28,937 ",1.5 Tsi Scout Led+navi+kamera+dab+gra+shz,Manual,2024,"21,981 km",Petrol
993,Skoda Fabia,"22,101 ",Style 1.0 Tsi Eu6d Led Navi Ruckfahrkam. S,Manual,2024,"3,968 km",Petrol
994,Skoda Fabia,"22,201 ",1.0 Tsi 95ps Selection 5-turig Sitzhei...,Manual,2024,2 km,Petrol
995,Skoda Fabia,"14,261 ","1,0 Tsi Active",Manual,2020,"65,924 km",Petrol
996,Skoda Fabia,"11,889 ",Combi Style Tuv + Inspektion Neu,Manual,2015,"140,000 km",Petrol
997,Skoda Kamiq,"27,472 ","1,0 Tsi Monte Carlo Full Led, Dsg, Virtual",Automatic,2022,"37,100 km",Petrol
998,Skoda Fabia,"17,409 ",Combi 1.0 Tsi Soleil Led Acc App Connect D,Manual,2020,"83,601 km",Petrol
999,Skoda Fabia,"22,201 ",1.0 Tsi 95ps Selection 5-turig Sitzhei...,Manual,2024,2 km,Petrol
1000,Skoda Enyaq,"59,647 ",85 X L&k*warmepumpe*ahk*5jgar,Automatic,2023,"6,000 km",Not specified
1001,Skoda Fabia,"21,808 ",Style Virtualcockpit Shz Led Climatronic,Manual,2024,"9,390 km",Petrol
1002,Skoda Fabia,"24,597 ",1.0 Tsi 115ps Dsg Selection 5-turig Si...,Automatic,2024,2 km,Petrol
1003,Skoda Fabia,"15,074 ",Ambition Sitzhzg Klimaauto Dunkle Scheiben,Manual,2021,"36,800 km",Petrol
1004,Skoda Fabia,"21,708 ",Style Shz Led Smartlink Pdc Reserverad Blt,Manual,2024,"7,675 km",Petrol
1005,Skoda Fabia,"13,537 ",Combi Style/multi+tempo+1-hd,Manual,2015,"63,000 km",Petrol
1006,Skoda Fabia,"29,497 ","Monte Carlo 1,0 Tsi Dsg Led Pano Shz 18z P",Automatic,2024,501 km,Petrol
1007,Skoda Citigo,"10,509 ",Monte Carlo 1.hand/klima/fh/zv/s-heft,Manual,2015,"89,580 km",Petrol
1008,Seat Tarraco,"43,768 ",Fr 2.0 Tdi 150 Dsg Nav Shz Kessy Ehk ...,Automatic,2024,10 km,Diesel
1009,Seat Leon,"19,904 ","St ""fr""_climatr_sitzh_led_sw_abstandstemp..",Manual,2019,"42,500 km",Petrol
1010,Seat Tarraco,"36,682 ",Style 1.5 Tsi 150 Dsg Led Nav Kam Pdc...,Automatic,2024,10 km,Petrol
1011,Seat Mii,"13,802 ",75ps Chic 4-tur Klima+sihzg+pdc+hu7/26+alu+t,Manual,2019,"28,850 km",Petrol
1012,Seat Leon,"13,699 ",Fr 150 Ps Led Einparkhilfe V+h Teilleder,Manual,2015,"134,500 km",Petrol
1013,Seat Leon,"19,218 ",St 1.4 Tsi Act 110kw Start&stop Fr,Manual,2018,"58,100 km",Petrol
1014,Seat Leon,"20,717 ",1.5 Tsi Act Dsg Fr Edition 2.ha/nav/carpla,Automatic,2018,"95,800 km",Petrol
1015,Seat Leon,"15,574 ",1.5 Tgi-cng Xcell Shzg/alu/leder/acc/navi,Manual,2020,"90,862 km",Others
1016,Seat Ibiza,"22,181 ",Fr-line 1.0 Tsi Dsg Sport Led Acc Kamera F,Automatic,2024,"24,269 km",Petrol
1017,Seat Leon,"22,718 ",Sportstourer Style Tuv Neu&garantie,Automatic,2021,"82,780 km",Petrol
1018,Seat Leon,"28,987 ","Sportstourer Style 1.5 Tsi Act, 6-gang, Acc",Manual,2024,100 km,Petrol
1019,Seat Ibiza,"22,181 ",Fr-line 1.0 Tsi Dsg Sport Navi Acc Kamera,Automatic,2024,"24,998 km",Petrol
1020,Seat Ibiza,"15,091 ",Reference*pdc*klima*bluetooth*,Manual,2018,"83,000 km",Diesel
1021,Seat Ibiza,"22,181 ",Fr-line 1.0 Tsi Dsg Sport Led Acc Kamera,Automatic,2024,"19,997 km",Petrol
1022,Seat Ibiza,"19,275 ",Xcellence*1. Hand*navi*unfallfrei,Manual,2023,"58,000 km",Petrol
1023,Seat Ibiza,"12,483 ",Style*panoramaglasdach*alacantara*navi*,Manual,2017,"99,676 km",Petrol
1024,Seat Ibiza,"14,052 ",Reference 1.0 Tgi Cng- Erdgas/benzin,Manual,2020,"33,000 km",Petrol
1025,Seat Ibiza,"19,425 ",Xcellence,Manual,2021,"34,920 km",Petrol
1026,Seat Arona,"16,275 ",Style,Automatic,2020,"28,765 km",Petrol
1027,Seat Ateca,"29,505 ",1.5 Tsi Dsg Xcellence Led+navi+ahk+beats,Automatic,2020,"28,441 km",Petrol
1028,Seat Ateca,"29,944 ",2.0 Tsi 4drive Dsg Opf Fr Black Edition,Automatic,2020,"56,000 km",Petrol
1029,Seat Ateca,"33,229 ",2.0 Tdi Dsg Fr-line Garantie+navi-pro+led+,Automatic,2023,"21,605 km",Diesel
1030,Seat Ateca,"32,449 ",1.5 Tsi Act 110kw Fr Tuv&au Neu&garantie,Automatic,2021,"22,967 km",Petrol
1031,Seat Ateca,"36,218 ",Fr 4drive Tuv&au Neu&garantie,Automatic,2021,"58,460 km",Petrol
1032,Seat Arona,"21,665 ",Xperience 1.0 Tsi Dsg Navi Acc Ruckfahrkam,Automatic,2022,"81,217 km",Petrol
1033,Seat Arona,"24,840 ",Fr 1.0 Tsi 115 Nav Designp Vollled 5j.g...,Manual,2024,10 km,Petrol
1034,Seat Arona,"21,966 ",Xperience 1.0 Tsi 6-gang Led Navi,Manual,2022,"12,144 km",Petrol
1035,Seat Arona,"21,519 ",Style 1.0 Tsi Dsg Pdc Navi Tempomat,Automatic,2021,"25,910 km",Petrol
1036,Seat Arona,"24,249 ",1.0 Tsi Dsg Fr-line*led*park*light*kamera*,Automatic,2023,"20,931 km",Petrol
1037,Seat Arona,"21,545 ",Style 1.0 Tsi Dsg Kamera Led Navi,Automatic,2022,"49,987 km",Petrol
1038,Seat Arona,"24,197 ",Fr Navi Led Kamera Acc Dcc,Manual,2024,10 km,Petrol
1039,Seat Arona,"17,447 ",Fr R-line Paket R.kamera Acc,Manual,2018,"94,120 km",Petrol
1040,Seat Arona,"28,797 ",Xperience 1.0 Tsi Ahk Navi Led Kamera Lm,Automatic,2024,"1,050 km",Petrol
1041,Seat Arona,"14,433 ",Style.1.6 .tdi .**euro6** 1 Hand **,Manual,2019,"74,000 km",Diesel
1042,Seat Alhambra,"29,963 ",Xcellence Autom. Alcan. 7 Sitze 1.hand,Automatic,2022,"138,800 km",Petrol
